TEXT,EMOTION
This topic doesn't make sense to me. while studying Mathematics.,confused
The test is making me nervous. while studying Chemistry.,anxious
I'm interested in learning more about this topic. while studying Algorithms.,curious
I enjoy exploring how this works. while studying Data Structures.,curious
I feel disappointed with my marks. while studying Algorithms.,sad
I cannot follow the steps. while studying Physics.,confused
This topic doesn't make sense to me. while studying Chemistry.,confused
This assignment is stressing me. while studying English.,frustrated
I'm afraid I'll fail. while studying Biology.,anxious
I can't stay focused. while studying Algorithms.,bored
I've tried many times but still can't solve it. while studying Physics.,frustrated
I studied hard but didn't succeed. while studying Mathematics.,sad
I'm interested in learning more about this topic. while studying English.,curious
The test is making me nervous. while studying Biology.,anxious
I've tried many times but still can't solve it. while studying Machine Learning.,frustrated
I want to understand this concept better. while studying Biology.,curious
Learning this was fun. while studying Chemistry.,happy
Learning this was fun. while studying Mathematics.,happy
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I know I can solve these questions. while studying Machine Learning.,confident
I've tried many times but still can't solve it. while studying History.,frustrated
I'm worried about tomorrow's exam. while studying Mathematics.,anxious
This topic doesn't make sense to me. while studying Chemistry.,confused
I want to understand this concept better. while studying Mathematics.,curious
I solved the problem successfully. while studying Data Structures.,happy
I feel great after understanding it. while studying English.,happy
I cannot follow the steps. while studying Physics.,confused
Nothing seems to work. while studying Data Structures.,frustrated
I'm confident about this subject. while studying English.,confident
I feel disappointed with my marks. while studying Chemistry.,sad
I can't stay focused. while studying Biology.,bored
This lesson is boring. while studying Machine Learning.,bored
I'm sad because I failed. while studying History.,sad
I can't stay focused. while studying Mathematics.,bored
I want to understand this concept better. while studying English.,curious
I'm happy with my progress. while studying Data Structures.,happy
I'm confident about this subject. while studying Chemistry.,confident
This topic doesn't make sense to me. while studying Biology.,confused
I'm worried about tomorrow's exam. while studying History.,anxious
This topic doesn't make sense to me. while studying English.,confused
The class feels too slow. while studying Data Structures.,bored
I'm confident about this subject. while studying English.,confident
The explanation is confusing. while studying English.,confused
This lesson is boring. while studying English.,bored
I'm interested in learning more about this topic. while studying Algorithms.,curious
I feel great after understanding it. while studying Machine Learning.,happy
I know I can solve these questions. while studying Physics.,confident
I'm afraid I'll fail. while studying English.,anxious
I'm happy with my progress. while studying Machine Learning.,happy
I studied hard but didn't succeed. while studying Biology.,sad
I enjoy exploring how this works. while studying English.,curious
The explanation is confusing. while studying English.,confused
Nothing seems to work. while studying Physics.,frustrated
I'm interested in learning more about this topic. while studying Python.,curious
I solved the problem successfully. while studying History.,happy
I studied hard but didn't succeed. while studying Physics.,sad
I'm ready for the exam. while studying Data Structures.,confident
I feel great after understanding it. while studying Mathematics.,happy
I'm happy with my progress. while studying Algorithms.,happy
Nothing seems to work. while studying Data Structures.,frustrated
I cannot follow the steps. while studying Data Structures.,confused
I solved the problem successfully. while studying English.,happy
I solved the problem successfully. while studying Biology.,happy
I'm confident about this subject. while studying Mathematics.,confident
I feel discouraged. while studying Biology.,sad
I feel disappointed with my marks. while studying Mathematics.,sad
The explanation is confusing. while studying Machine Learning.,confused
I'm ready for the exam. while studying Biology.,confident
I understand everything clearly. while studying Mathematics.,confident
I keep making mistakes and feel frustrated. while studying Chemistry.,frustrated
I studied hard but didn't succeed. while studying Chemistry.,sad
I've tried many times but still can't solve it. while studying Python.,frustrated
I'm sad because I failed. while studying Data Structures.,sad
I'm afraid I'll fail. while studying Python.,anxious
This assignment is stressing me. while studying Data Structures.,frustrated
I feel discouraged. while studying Mathematics.,sad
I know I can solve these questions. while studying Biology.,confident
The class feels too slow. while studying History.,bored
This chapter makes me ask many questions. while studying Python.,curious
The test is making me nervous. while studying Physics.,anxious
I enjoy exploring how this works. while studying History.,curious
I enjoy exploring how this works. while studying Data Structures.,curious
Nothing seems to work. while studying Physics.,frustrated
Nothing seems to work. while studying Machine Learning.,frustrated
I'm losing interest. while studying Physics.,bored
I don't think I'm prepared. while studying Mathematics.,anxious
The test is making me nervous. while studying Python.,anxious
I'm worried about tomorrow's exam. while studying Python.,anxious
I'm losing interest. while studying Biology.,bored
This lesson is boring. while studying Machine Learning.,bored
The explanation is confusing. while studying Biology.,confused
This assignment is stressing me. while studying Machine Learning.,frustrated
This topic doesn't make sense to me. while studying Physics.,confused
I don't think I'm prepared. while studying Machine Learning.,anxious
Learning this was fun. while studying Physics.,happy
I feel great after understanding it. while studying Python.,happy
I enjoy exploring how this works. while studying Machine Learning.,curious
I'm ready for the exam. while studying Machine Learning.,confident
I feel great after understanding it. while studying Mathematics.,happy
I'm sad because I failed. while studying Physics.,sad
I can't stay focused. while studying Chemistry.,bored
I understand everything clearly. while studying Algorithms.,confident
I'm happy with my progress. while studying Algorithms.,happy
Nothing seems to work. while studying Chemistry.,frustrated
I'm worried about tomorrow's exam. while studying History.,anxious
I feel discouraged. while studying History.,sad
Nothing seems to work. while studying Algorithms.,frustrated
I'm confident about this subject. while studying Python.,confident
The explanation is confusing. while studying Machine Learning.,confused
I'm interested in learning more about this topic. while studying English.,curious
Learning this was fun. while studying English.,happy
The test is making me nervous. while studying Algorithms.,anxious
I'm losing interest. while studying Python.,bored
I don't think I'm prepared. while studying Chemistry.,anxious
I feel discouraged. while studying English.,sad
This chapter makes me ask many questions. while studying Chemistry.,curious
I'm afraid I'll fail. while studying English.,anxious
I'm losing interest. while studying Physics.,bored
This lesson is boring. while studying Algorithms.,bored
The test is making me nervous. while studying Chemistry.,anxious
I'm ready for the exam. while studying Biology.,confident
I understand everything clearly. while studying History.,confident
I cannot follow the steps. while studying Python.,confused
I've tried many times but still can't solve it. while studying English.,frustrated
The explanation is confusing. while studying Chemistry.,confused
I'm happy with my progress. while studying History.,happy
The class feels too slow. while studying Mathematics.,bored
I keep making mistakes and feel frustrated. while studying Python.,frustrated
I can't stay focused. while studying Algorithms.,bored
I don't think I'm prepared. while studying Chemistry.,anxious
I studied hard but didn't succeed. while studying Algorithms.,sad
I don't think I'm prepared. while studying Physics.,anxious
I enjoy exploring how this works. while studying Machine Learning.,curious
I'm confident about this subject. while studying Python.,confident
This chapter makes me ask many questions. while studying Python.,curious
I feel great after understanding it. while studying Mathematics.,happy
I'm afraid I'll fail. while studying Python.,anxious
I've tried many times but still can't solve it. while studying Mathematics.,frustrated
I solved the problem successfully. while studying Python.,happy
I'm interested in learning more about this topic. while studying Physics.,curious
I'm worried about tomorrow's exam. while studying Algorithms.,anxious
I'm losing interest. while studying Physics.,bored
